Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Jilin,Mainland China,2020-02-21 10:13:09,91.0,1.0,45.0
Zhejiang,Mainland China,2020-02-21 10:23:02,1203.0,1.0,679.0
Shandong,Mainland China,2020-02-21 10:23:02,749.0,4.0,281.0
Jiangsu,Mainland China,2020-02-21 11:43:01,631.0,0.0,373.0
Heilongjiang,Mainland China,2020-02-21 11:43:01,479.0,12.0,175.0
Fujian,Mainland China,2020-02-21 11:43:01,293.0,1.0,149.0
Guangxi,Mainland China,2020-02-21 11:43:01,246.0,2.0,97.0
Shaanxi,Mainland China,2020-02-21 11:43:01,245.0,1.0,134.0
Sichuan,Mainland China,2020-02-21 12:53:01,525.0,3.0,231.0
Hebei,Mainland China,2020-02-21 12:53:01,308.0,5.0,184.0
Guizhou,Mainland China,2020-02-21 12:53:01,146.0,2.0,77.0
Tianjin,Mainland China,2020-02-21 12:53:01,132.0,3.0,62.0
Hubei,Mainland China,2020-02-21 13:03:09,62662.0,2144.0,11881.0
Henan,Mainland China,2020-02-21 13:43:02,1267.0,19.0,736.0
Xinjiang,Mainland China,2020-02-21 13:43:02,76.0,1.0,24.0
,South Korea,2020-02-21 13:43:02,204.0,2.0,16.0
Hunan,Mainland China,2020-02-21 15:13:07,1011.0,4.0,661.0
Gansu,Mainland China,2020-02-21 15:13:07,91.0,2.0,76.0
From Diamond Princess,Israel,2020-02-21 15:33:03,1.0,0.0,0.0
None,Lebanon,2020-02-21 15:33:03,1.0,0.0,0.0
,Egypt,2020-02-21 18:53:02,1.0,0.0,0.0
,Iran,2020-02-21 18:53:02,18.0,4.0,0.0
,Thailand,2020-02-21 18:53:02,35.0,0.0,17.0
,Japan,2020-02-21 19:03:06,105.0,1.0,22.0
From Diamond Princess,Australia,2020-02-21 23:03:13,4.0,0.0,0.0
,Germany,2020-02-21 23:03:13,16.0,0.0,14.0
Chongqing,Mainland China,2020-02-21 23:13:14,572.0,6.0,316.0
"Sacramento County, CA",US,2020-02-21 23:13:16,1.0,0.0,0.0
"Ashland, NE",US,2020-02-21 23:23:06,11.0,0.0,0.0
"Travis, CA",US,2020-02-21 23:23:06,5.0,0.0,0.0
"Lackland, TX",US,2020-02-21 23:23:06,2.0,0.0,0.0
,Italy,2020-02-21 23:33:06,20.0,1.0,0.0
Shanxi,Mainland China,2020-02-21 23:33:06,132.0,0.0,78.0
Guizhou,Mainland China,2020-02-22 01:03:10,146.0,2.0,90.0
Beijing,Mainland China,2020-02-22 02:23:05,399.0,4.0,178.0
Liaoning,Mainland China,2020-02-22 02:23:05,121.0,1.0,66.0
Yunnan,Mainland China,2020-02-22 04:43:02,174.0,2.0,107.0
Guangxi,Mainland China,2020-02-22 05:53:02,249.0,2.0,104.0
Jiangxi,Mainland China,2020-02-22 06:13:05,934.0,1.0,555.0
Shanghai,Mainland China,2020-02-22 06:33:17,335.0,3.0,227.0
Anhui,Mainland China,2020-02-22 07:43:03,989.0,6.0,597.0
Jiangsu,Mainland China,2020-02-22 07:43:03,631.0,0.0,401.0
,South Korea,2020-02-22 08:33:02,433.0,2.0,16.0
Shandong,Mainland China,2020-02-22 09:43:02,750.0,4.0,302.0
Shaanxi,Mainland China,2020-02-22 09:53:02,245.0,1.0,149.0
Hainan,Mainland China,2020-02-22 09:53:02,168.0,4.0,104.0
Guangdong,Mainland China,2020-02-22 10:03:04,1339.0,5.0,728.0
Hunan,Mainland China,2020-02-22 10:03:04,1013.0,4.0,692.0
,Iran,2020-02-22 10:03:05,28.0,5.0,0.0
Zhejiang,Mainland China,2020-02-22 11:13:13,1205.0,1.0,719.0
Heilongjiang,Mainland China,2020-02-22 11:13:13,479.0,12.0,204.0
Xinjiang,Mainland China,2020-02-22 11:13:14,76.0,2.0,25.0
Hebei,Mainland China,2020-02-22 12:33:04,309.0,6.0,203.0
Tianjin,Mainland China,2020-02-22 12:33:04,135.0,3.0,65.0
Jilin,Mainland China,2020-02-22 12:33:04,91.0,1.0,52.0
Sichuan,Mainland China,2020-02-22 13:03:03,526.0,3.0,250.0
Hong Kong,Hong Kong,2020-02-22 13:23:05,69.0,2.0,6.0
Fujian,Mainland China,2020-02-22 14:03:04,293.0,1.0,162.0
Henan,Mainland China,2020-02-22 14:13:38,1270.0,19.0,830.0
,Japan,2020-02-22 14:53:02,122.0,1.0,22.0
,United Arab Emirates,2020-02-22 14:53:02,13.0,0.0,4.0
From Diamond Princess,Australia,2020-02-22 17:03:05,7.0,0.0,0.0
"Travis, CA (From Diamond Princess)",US,2020-02-22 17:13:24,5.0,0.0,0.0
"Lackland, TX (From Diamond Princess)",US,2020-02-22 17:13:24,2.0,0.0,0.0
From Diamond Princess,Israel,2020-02-22 20:53:02,1.0,0.0,0.0
,Lebanon,2020-02-22 20:53:02,1.0,0.0,0.0
"Omaha, NE (From Diamond Princess)",US,2020-02-22 23:03:09,11.0,0.0,0.0
Chongqing,Mainland China,2020-02-22 23:23:05,573.0,6.0,328.0
Shanxi,Mainland China,2020-02-22 23:23:05,132.0,0.0,81.0
Hubei,Mainland China,2020-02-22 23:33:06,64084.0,2346.0,15299.0
,Italy,2020-02-22 23:43:02,62.0,2.0,1.0
Inner Mongolia,Mainland China,2020-02-22 23:53:01,75.0,0.0,26.0
Beijing,Mainland China,2020-02-23 01:13:13,399.0,4.0,189.0
Shanghai,Mainland China,2020-02-23 03:13:07,335.0,3.0,249.0
Yunnan,Mainland China,2020-02-23 05:33:03,174.0,2.0,115.0
Ningxia,Mainland China,2020-02-23 05:33:03,71.0,0.0,56.0
Guangdong,Mainland China,2020-02-23 08:53:02,1342.0,6.0,755.0
Jiangsu,Mainland China,2020-02-23 08:53:02,631.0,0.0,418.0
Sichuan,Mainland China,2020-02-23 08:53:02,526.0,3.0,261.0
Jiangxi,Mainland China,2020-02-23 09:23:02,934.0,1.0,613.0
Inner Mongolia,Mainland China,2020-02-23 09:43:02,75.0,0.0,27.0
Hong Kong,Hong Kong,2020-02-23 09:53:02,74.0,2.0,11.0
Taiwan,Taiwan,2020-02-23 09:53:02,28.0,1.0,2.0
Henan,Mainland China,2020-02-23 10:23:02,1271.0,19.0,868.0
Hunan,Mainland China,2020-02-23 10:33:03,1016.0,4.0,714.0
Fujian,Mainland China,2020-02-23 10:33:03,293.0,1.0,170.0
Guangxi,Mainland China,2020-02-23 10:33:03,249.0,2.0,106.0
Anhui,Mainland China,2020-02-23 10:53:02,989.0,6.0,637.0
Hubei,Mainland China,2020-02-23 11:33:03,64084.0,2346.0,15343.0
Shandong,Mainland China,2020-02-23 11:33:03,754.0,4.0,321.0
Hebei,Mainland China,2020-02-23 11:33:03,311.0,6.0,219.0
Shaanxi,Mainland China,2020-02-23 12:13:14,245.0,1.0,163.0
Guizhou,Mainland China,2020-02-23 12:43:02,146.0,2.0,102.0
Tianjin,Mainland China,2020-02-23 12:43:02,135.0,3.0,81.0
Jilin,Mainland China,2020-02-23 12:43:02,91.0,1.0,54.0
Gansu,Mainland China,2020-02-23 13:23:06,91.0,2.0,78.0
Liaoning,Mainland China,2020-02-23 13:33:02,121.0,1.0,73.0
Zhejiang,Mainland China,2020-02-23 13:43:02,1205.0,1.0,760.0
Heilongjiang,Mainland China,2020-02-23 13:43:02,480.0,12.0,222.0
Xinjiang,Mainland China,2020-02-23 14:43:04,76.0,2.0,28.0
,Thailand,2020-02-23 15:03:05,35.0,0.0,21.0
,Iran,2020-02-23 15:13:15,43.0,8.0,0.0
,Singapore,2020-02-23 15:13:15,89.0,0.0,51.0
None,Iraq,2020-02-23 18:23:06,0.0,0.0,0.0
Diamond Princess cruise ship,Others,2020-02-23 22:33:03,691.0,3.0,0.0
Shanxi,Mainland China,2020-02-23 23:03:08,132.0,0.0,88.0
Chongqing,Mainland China,2020-02-23 23:13:05,575.0,6.0,335.0
Hainan,Mainland China,2020-02-23 23:23:03,168.0,5.0,106.0
,Japan,2020-02-23 23:33:07,147.0,1.0,22.0
,South Korea,2020-02-23 23:33:07,602.0,6.0,18.0
,Italy,2020-02-23 23:43:02,155.0,3.0,2.0
Beijing,Mainland China,2020-02-24 00:53:02,399.0,4.0,198.0
Jiangxi,Mainland China,2020-02-24 01:23:09,934.0,1.0,645.0
Guangxi,Mainland China,2020-02-24 06:53:02,251.0,2.0,112.0
Liaoning,Mainland China,2020-02-24 06:53:02,121.0,1.0,80.0
Ningxia,Mainland China,2020-02-24 06:53:02,71.0,0.0,58.0
Shanghai,Mainland China,2020-02-24 07:03:06,335.0,3.0,261.0
,UK,2020-02-24 08:33:02,13.0,0.0,8.0
Zhejiang,Mainland China,2020-02-24 09:43:02,1205.0,1.0,782.0
Anhui,Mainland China,2020-02-24 09:43:02,989.0,6.0,663.0
Jilin,Mainland China,2020-02-24 09:43:02,93.0,1.0,60.0
Taiwan,Taiwan,2020-02-24 10:13:28,30.0,1.0,5.0
Guangdong,Mainland China,2020-02-24 10:23:02,1345.0,6.0,786.0
Shandong,Mainland China,2020-02-24 10:23:02,755.0,5.0,343.0
Fujian,Mainland China,2020-02-24 10:23:02,293.0,1.0,183.0
Hubei,Mainland China,2020-02-24 11:13:09,64287.0,2495.0,16748.0
,Iran,2020-02-24 11:13:10,61.0,12.0,0.0
,South Korea,2020-02-24 11:13:10,833.0,8.0,18.0
Hong Kong,Hong Kong,2020-02-24 11:23:06,79.0,2.0,19.0
,Malaysia,2020-02-24 11:53:02,22.0,0.0,18.0
Henan,Mainland China,2020-02-24 13:23:05,1271.0,19.0,943.0
Hunan,Mainland China,2020-02-24 14:13:11,1016.0,4.0,731.0
Sichuan,Mainland China,2020-02-24 14:13:11,527.0,3.0,276.0
Hebei,Mainland China,2020-02-24 14:13:11,311.0,6.0,234.0
,Japan,2020-02-24 14:23:03,159.0,1.0,22.0
"Toronto, ON",Canada,2020-02-24 14:43:03,3.0,0.0,2.0
Jiangsu,Mainland China,2020-02-24 14:53:02,631.0,0.0,452.0
Heilongjiang,Mainland China,2020-02-24 14:53:02,480.0,12.0,227.0
Shaanxi,Mainland China,2020-02-24 14:53:02,245.0,1.0,173.0
Hainan,Mainland China,2020-02-24 14:53:02,168.0,5.0,116.0
Tianjin,Mainland China,2020-02-24 15:03:05,135.0,3.0,87.0
Xinjiang,Mainland China,2020-02-24 15:03:05,76.0,2.0,30.0
Inner Mongolia,Mainland China,2020-02-24 15:03:05,75.0,0.0,34.0
Gansu,Mainland China,2020-02-24 15:13:07,91.0,2.0,80.0
Yunnan,Mainland China,2020-02-24 23:13:02,174.0,2.0,124.0
Shanxi,Mainland China,2020-02-24 23:13:02,133.0,0.0,94.0
Chongqing,Mainland China,2020-02-24 23:23:01,576.0,6.0,349.0
,Afghanistan,2020-02-24 23:33:02,1.0,0.0,0.0
,Bahrain,2020-02-24 23:33:02,1.0,0.0,0.0
,Iraq,2020-02-24 23:33:02,1.0,0.0,0.0
,Kuwait,2020-02-24 23:33:02,1.0,0.0,0.0
Unassigned Location (From Diamond Princess),US,2020-02-24 23:33:02,36.0,0.0,0.0
"Lackland, TX (From Diamond Princess)",US,2020-02-24 23:33:02,0.0,0.0,0.0
"Omaha, NE (From Diamond Princess)",US,2020-02-24 23:33:02,0.0,0.0,0.0
"Travis, CA (From Diamond Princess)",US,2020-02-24 23:33:02,0.0,0.0,0.0
,Italy,2020-02-24 23:43:01,229.0,7.0,1.0
,Oman,2020-02-24 23:43:01,2.0,0.0,0.0
Liaoning,Mainland China,2020-02-25 00:23:03,121.0,1.0,83.0
Jiangsu,Mainland China,2020-02-25 00:53:02,631.0,0.0,458.0
,Oman,2020-02-25 01:13:09,2.0,0.0,0.0
Beijing,Mainland China,2020-02-25 01:33:02,400.0,4.0,215.0
British Columbia,Canada,2020-02-25 02:23:05,7.0,0.0,0.0
Ningxia,Mainland China,2020-02-25 03:53:02,71.0,0.0,61.0
Yunnan,Mainland China,2020-02-25 04:53:02,174.0,2.0,129.0
Anhui,Mainland China,2020-02-25 06:33:02,989.0,6.0,712.0
Shanghai,Mainland China,2020-02-25 06:33:02,336.0,3.0,268.0
Taiwan,Taiwan,2020-02-25 06:53:02,31.0,1.0,5.0
Guizhou,Mainland China,2020-02-25 08:03:07,146.0,2.0,104.0
,South Korea,2020-02-25 08:13:19,977.0,10.0,22.0
Guangdong,Mainland China,2020-02-25 08:53:02,1347.0,7.0,822.0
,Thailand,2020-02-25 08:53:02,37.0,0.0,22.0
,Vietnam,2020-02-25 08:53:02,16.0,0.0,16.0
Zhejiang,Mainland China,2020-02-25 09:13:05,1205.0,1.0,808.0
Hong Kong,Hong Kong,2020-02-25 09:43:02,84.0,2.0,19.0
Fujian,Mainland China,2020-02-25 10:03:07,294.0,1.0,199.0
Guangxi,Mainland China,2020-02-25 10:03:07,252.0,2.0,134.0
Henan,Mainland China,2020-02-25 12:43:02,1271.0,19.0,1002.0
Hebei,Mainland China,2020-02-25 12:43:02,311.0,6.0,248.0
Shandong,Mainland China,2020-02-25 12:53:02,756.0,6.0,355.0
Hainan,Mainland China,2020-02-25 12:53:02,168.0,5.0,124.0
,Iran,2020-02-25 14:53:03,95.0,16.0,0.0
,Japan,2020-02-25 14:53:03,170.0,1.0,22.0
Hunan,Mainland China,2020-02-25 15:03:05,1016.0,4.0,768.0
Jiangxi,Mainland China,2020-02-25 15:03:05,934.0,1.0,683.0
Sichuan,Mainland China,2020-02-25 15:03:05,529.0,3.0,289.0
Macau,Macau,2020-02-25 15:23:04,10.0,0.0,7.0
Hubei,Mainland China,2020-02-25 15:23:04,64786.0,2563.0,18971.0
Heilongjiang,Mainland China,2020-02-25 15:23:04,480.0,12.0,243.0
Shaanxi,Mainland China,2020-02-25 15:23:04,245.0,1.0,186.0
Tianjin,Mainland China,2020-02-25 15:23:04,135.0,3.0,91.0
Jilin,Mainland China,2020-02-25 15:23:04,93.0,1.0,63.0
None,Austria,2020-02-25 18:55:32,2.0,0.0,0.0
,Bahrain,2020-02-25 18:55:32,23.0,0.0,0.0
,Croatia,2020-02-25 18:55:32,1.0,0.0,0.0
,Italy,2020-02-25 18:55:32,322.0,10.0,1.0
,Singapore,2020-02-25 18:55:32,91.0,0.0,53.0
,Switzerland,2020-02-25 19:13:21,1.0,0.0,0.0
,France,2020-02-25 21:23:03,14.0,1.0,11.0
Unassigned Location (From Diamond Princess),US,2020-02-25 21:23:03,36.0,0.0,0.0
"Tempe, AZ",US,2020-02-25 21:23:03,1.0,0.0,1.0
,Germany,2020-02-25 21:33:02,17.0,0.0,14.0
,Spain,2020-02-25 21:33:02,6.0,0.0,2.0
Shanxi,Mainland China,2020-02-25 23:13:03,133.0,0.0,98.0
Chongqing,Mainland China,2020-02-25 23:23:03,576.0,6.0,372.0
,Algeria,2020-02-25 23:43:03,1.0,0.0,0.0
,Kuwait,2020-02-25 23:43:03,11.0,0.0,0.0
Inner Mongolia,Mainland China,2020-02-25 23:53:02,75.0,0.0,35.0
Liaoning,Mainland China,2020-02-26 00:13:05,121.0,1.0,88.0
,Austria,2020-02-26 00:13:06,2.0,0.0,0.0
Beijing,Mainland China,2020-02-26 00:53:02,400.0,4.0,235.0
Jiangxi,Mainland China,2020-02-26 01:13:04,934.0,1.0,719.0
Ningxia,Mainland China,2020-02-26 03:53:01,71.0,0.0,65.0
,Iraq,2020-02-26 04:53:02,5.0,0.0,0.0
,Oman,2020-02-26 04:53:02,4.0,0.0,0.0
Yunnan,Mainland China,2020-02-26 05:13:16,174.0,2.0,144.0
,Thailand,2020-02-26 07:23:03,40.0,0.0,22.0
Hunan,Mainland China,2020-02-26 10:13:11,1016.0,4.0,783.0
Anhui,Mainland China,2020-02-26 10:13:11,989.0,6.0,744.0
Jiangsu,Mainland China,2020-02-26 10:13:11,631.0,0.0,478.0
Sichuan,Mainland China,2020-02-26 10:13:11,531.0,3.0,307.0
Guangdong,Mainland China,2020-02-26 10:33:02,1347.0,7.0,851.0
Henan,Mainland China,2020-02-26 10:33:02,1271.0,19.0,1033.0
Zhejiang,Mainland China,2020-02-26 10:33:02,1205.0,1.0,867.0
Heilongjiang,Mainland China,2020-02-26 10:33:02,480.0,12.0,249.0
Hebei,Mainland China,2020-02-26 10:33:02,312.0,6.0,261.0
Fujian,Mainland China,2020-02-26 10:33:02,294.0,1.0,218.0
,South Korea,2020-02-26 11:03:11,1261.0,12.0,22.0
Taiwan,Taiwan,2020-02-26 12:23:04,32.0,1.0,5.0
Shandong,Mainland China,2020-02-26 12:43:02,756.0,6.0,377.0
Hainan,Mainland China,2020-02-26 12:43:02,168.0,5.0,129.0
Tianjin,Mainland China,2020-02-26 12:43:02,135.0,3.0,96.0
Hubei,Mainland China,2020-02-26 14:13:10,65187.0,2615.0,20969.0
Guangxi,Mainland China,2020-02-26 14:13:10,252.0,2.0,147.0
Shaanxi,Mainland China,2020-02-26 14:13:10,245.0,1.0,192.0
Shanxi,Mainland China,2020-02-26 14:13:10,133.0,0.0,104.0
Jilin,Mainland China,2020-02-26 14:13:10,93.0,1.0,65.0
Gansu,Mainland China,2020-02-26 14:13:10,91.0,2.0,81.0
Xinjiang,Mainland China,2020-02-26 14:23:03,76.0,2.0,34.0
Inner Mongolia,Mainland China,2020-02-26 15:03:05,75.0,0.0,38.0
,Greece,2020-02-26 15:53:05,1.0,0.0,0.0
,Sweden,2020-02-26 18:53:02,2.0,0.0,0.0
,Finland,2020-02-26 19:03:08,2.0,0.0,1.0
,Georgia,2020-02-26 19:03:08,1.0,0.0,0.0
,North Macedonia,2020-02-26 19:03:08,1.0,0.0,0.0
,Kuwait,2020-02-26 19:23:04,26.0,0.0,0.0
,Lebanon,2020-02-26 19:33:02,2.0,0.0,0.0
Diamond Princess cruise ship,Others,2020-02-26 19:33:02,705.0,4.0,10.0
,Singapore,2020-02-26 19:33:02,93.0,0.0,62.0
,Croatia,2020-02-26 20:03:06,3.0,0.0,0.0
,France,2020-02-26 20:03:06,18.0,2.0,11.0
Unassigned Location (From Diamond Princess),US,2020-02-26 20:03:06,42.0,0.0,0.0
,Norway,2020-02-26 20:23:12,1.0,0.0,0.0
,Israel,2020-02-26 20:33:02,2.0,0.0,0.0
,Spain,2020-02-26 20:43:02,13.0,0.0,2.0
,Bahrain,2020-02-26 21:03:07,33.0,0.0,0.0
Hong Kong,Hong Kong,2020-02-26 23:43:02,91.0,2.0,24.0
Chongqing,Mainland China,2020-02-26 23:43:02,576.0,6.0,384.0
,Germany,2020-02-26 23:43:03,27.0,0.0,15.0
,Iran,2020-02-26 23:43:03,139.0,19.0,49.0
,Italy,2020-02-26 23:43:03,453.0,12.0,3.0
,Japan,2020-02-26 23:43:03,189.0,2.0,22.0
,Romania,2020-02-26 23:43:03,1.0,0.0,0.0
Shanghai,Mainland China,2020-02-26 23:53:01,337.0,3.0,272.0
,Brazil,2020-02-26 23:53:02,1.0,0.0,0.0
,Pakistan,2020-02-26 23:53:02,2.0,0.0,0.0
Guizhou,Mainland China,2020-02-27 00:43:02,146.0,2.0,112.0
Jiangxi,Mainland China,2020-02-27 01:43:02,934.0,1.0,754.0
Beijing,Mainland China,2020-02-27 02:23:13,410.0,5.0,248.0
From Diamond Princess,Australia,2020-02-27 03:33:06,8.0,0.0,0.0
British Columbia,Canada,2020-02-27 03:33:06,7.0,0.0,3.0
Shanghai,Mainland China,2020-02-27 04:03:12,337.0,3.0,276.0
Hong Kong,Hong Kong,2020-02-27 09:53:02,92.0,2.0,24.0
Guangdong,Mainland China,2020-02-27 09:53:02,1347.0,7.0,890.0
Fujian,Mainland China,2020-02-27 10:03:07,296.0,1.0,228.0
Guangxi,Mainland China,2020-02-27 10:03:07,252.0,2.0,161.0
Yunnan,Mainland China,2020-02-27 10:03:07,174.0,2.0,150.0
Hainan,Mainland China,2020-02-27 10:03:07,168.0,5.0,131.0
Ningxia,Mainland China,2020-02-27 10:03:07,72.0,0.0,68.0
,Iran,2020-02-27 12:03:04,245.0,26.0,49.0
,South Korea,2020-02-27 12:03:04,1766.0,13.0,22.0
Hubei,Mainland China,2020-02-27 12:13:14,65596.0,2641.0,23383.0
Macau,Macau,2020-02-27 12:43:02,10.0,0.0,8.0
Zhejiang,Mainland China,2020-02-27 12:43:02,1205.0,1.0,932.0
Hunan,Mainland China,2020-02-27 12:43:02,1017.0,4.0,804.0
Sichuan,Mainland China,2020-02-27 12:43:02,534.0,3.0,321.0
Heilongjiang,Mainland China,2020-02-27 12:43:02,480.0,13.0,270.0
Hebei,Mainland China,2020-02-27 12:43:02,317.0,6.0,274.0
Shaanxi,Mainland China,2020-02-27 12:43:02,245.0,1.0,195.0
Jilin,Mainland China,2020-02-27 12:43:02,93.0,1.0,67.0
Xinjiang,Mainland China,2020-02-27 12:43:02,76.0,2.0,43.0
,Spain,2020-02-27 13:23:02,15.0,0.0,2.0
,UK,2020-02-27 13:23:02,15.0,0.0,8.0
,Kuwait,2020-02-27 13:33:03,43.0,0.0,0.0
,Austria,2020-02-27 14:03:03,3.0,0.0,0.0
,Greece,2020-02-27 14:03:03,3.0,0.0,0.0
,Israel,2020-02-27 14:03:03,3.0,0.0,1.0
Anhui,Mainland China,2020-02-27 14:13:06,989.0,6.0,792.0
Shandong,Mainland China,2020-02-27 14:13:06,756.0,6.0,387.0
Jiangsu,Mainland China,2020-02-27 14:13:06,631.0,0.0,498.0
Liaoning,Mainland China,2020-02-27 14:13:06,121.0,1.0,93.0
Henan,Mainland China,2020-02-27 15:03:11,1272.0,20.0,1068.0
,Malaysia,2020-02-27 15:13:13,23.0,0.0,18.0
,Denmark,2020-02-27 16:23:03,1.0,0.0,0.0
,Estonia,2020-02-27 16:23:03,1.0,0.0,0.0
,Georgia,2020-02-27 16:23:03,1.0,0.0,0.0
,North Macedonia,2020-02-27 16:23:03,1.0,0.0,0.0
,Norway,2020-02-27 16:23:03,1.0,0.0,0.0
,Romania,2020-02-27 16:23:03,1.0,0.0,0.0
,Sweden,2020-02-27 20:33:02,7.0,0.0,0.0
"Sacramento County, CA",US,2020-02-27 20:33:02,2.0,0.0,0.0
,Netherlands,2020-02-27 21:13:10,1.0,0.0,0.0
,San Marino,2020-02-27 21:13:10,1.0,0.0,0.0
,France,2020-02-27 22:13:10,38.0,2.0,11.0
,Iraq,2020-02-27 22:23:11,7.0,0.0,0.0
"Toronto, ON",Canada,2020-02-27 22:43:02,5.0,0.0,2.0
,Switzerland,2020-02-27 23:03:11,8.0,0.0,0.0
,Germany,2020-02-27 23:13:04,46.0,0.0,16.0
Tianjin,Mainland China,2020-02-27 23:13:04,136.0,3.0,102.0
Shanxi,Mainland China,2020-02-27 23:13:04,133.0,0.0,107.0
,Italy,2020-02-27 23:23:02,655.0,17.0,45.0
Chongqing,Mainland China,2020-02-27 23:23:02,576.0,6.0,401.0
,Japan,2020-02-27 23:33:02,214.0,4.0,22.0
Inner Mongolia,Mainland China,2020-02-27 23:33:02,75.0,0.0,43.0
,Germany,2020-02-28 00:13:18,48.0,0.0,16.0
Hubei,Mainland China,2020-02-28 00:43:01,65914.0,2682.0,26403.0
Jiangxi,Mainland China,2020-02-28 01:13:11,935.0,1.0,790.0
,Netherlands,2020-02-28 01:23:03,1.0,0.0,0.0
Beijing,Mainland China,2020-02-28 02:23:05,410.0,7.0,257.0
Gansu,Mainland China,2020-02-28 02:33:02,91.0,2.0,82.0
,Egypt,2020-02-28 04:13:09,1.0,0.0,1.0
,United Arab Emirates,2020-02-28 04:13:09,19.0,0.0,5.0
Anhui,Mainland China,2020-02-28 04:43:02,990.0,6.0,821.0
Heilongjiang,Mainland China,2020-02-28 04:43:02,480.0,13.0,283.0
Shanghai,Mainland China,2020-02-28 04:53:03,337.0,3.0,279.0
Yunnan,Mainland China,2020-02-28 05:03:09,174.0,2.0,156.0
" Montreal, QC",Canada,2020-02-28 05:23:07,1.0,0.0,0.0
,North Ireland,2020-02-28 05:43:02,1.0,0.0,0.0
Taiwan,Taiwan,2020-02-28 07:13:08,34.0,1.0,6.0
Inner Mongolia,Mainland China,2020-02-28 07:23:03,75.0,0.0,45.0
Xinjiang,Mainland China,2020-02-28 07:43:02,76.0,3.0,52.0
,Thailand,2020-02-28 07:53:02,41.0,0.0,28.0
Guangdong,Mainland China,2020-02-28 08:53:03,1348.0,7.0,935.0
Jiangsu,Mainland China,2020-02-28 08:53:03,631.0,0.0,515.0
Hebei,Mainland China,2020-02-28 08:53:03,318.0,6.0,277.0
Shaanxi,Mainland China,2020-02-28 08:53:03,245.0,1.0,199.0
Hainan,Mainland China,2020-02-28 08:53:03,168.0,5.0,133.0
Jilin,Mainland China,2020-02-28 08:53:03,93.0,1.0,73.0
,South Korea,2020-02-28 08:53:03,2337.0,13.0,22.0
Hunan,Mainland China,2020-02-28 09:13:10,1017.0,4.0,830.0
Fujian,Mainland China,2020-02-28 09:13:10,296.0,1.0,235.0
Guangxi,Mainland China,2020-02-28 09:13:10,252.0,2.0,168.0
Henan,Mainland China,2020-02-28 09:23:02,1272.0,20.0,1112.0
Shandong,Mainland China,2020-02-28 09:23:02,756.0,6.0,405.0
Sichuan,Mainland China,2020-02-28 09:23:02,538.0,3.0,338.0
Hong Kong,Hong Kong,2020-02-28 10:03:12,94.0,2.0,30.0
Zhejiang,Mainland China,2020-02-28 10:03:12,1205.0,1.0,975.0
,Japan,2020-02-28 12:43:02,228.0,4.0,22.0
, Azerbaijan,2020-02-28 15:03:26,1.0,0.0,0.0
,Mexico,2020-02-28 15:03:26,1.0,0.0,0.0
,Bahrain,2020-02-28 15:33:03,36.0,0.0,0.0
,Greece,2020-02-28 15:33:03,4.0,0.0,0.0
,Iceland,2020-02-28 15:33:03,1.0,0.0,0.0
,Romania,2020-02-28 15:33:03,3.0,0.0,0.0
,Spain,2020-02-28 15:33:03,32.0,0.0,2.0
,Croatia,2020-02-28 15:43:03,5.0,0.0,0.0
,Iran,2020-02-28 15:43:03,388.0,34.0,73.0
,Israel,2020-02-28 15:53:03,4.0,0.0,1.0
,Belarus,2020-02-28 16:23:03,1.0,0.0,0.0
,Kuwait,2020-02-28 16:23:03,45.0,0.0,0.0
,Lithuania,2020-02-28 16:23:03,1.0,0.0,0.0
,New Zealand,2020-02-28 16:23:03,1.0,0.0,0.0
,Nigeria,2020-02-28 16:23:03,1.0,0.0,0.0
Unassigned Location (From Diamond Princess),US,2020-02-28 20:03:03,44.0,0.0,0.0
,France,2020-02-28 20:13:09,57.0,2.0,11.0
,Italy,2020-02-28 20:13:09,888.0,21.0,46.0
,UK,2020-02-28 20:13:09,20.0,0.0,8.0
Diamond Princess cruise ship,Others,2020-02-28 20:53:02,705.0,6.0,10.0
,Norway,2020-02-28 21:03:02,6.0,0.0,0.0
"Boston, MA",US,2020-02-28 21:13:12,1.0,0.0,1.0
Chongqing,Mainland China,2020-02-28 23:23:03,576.0,6.0,422.0
Shanxi,Mainland China,2020-02-28 23:23:03,133.0,0.0,112.0
,Iceland,2020-02-29 00:33:01,1.0,0.0,0.0
,Monaco,2020-02-29 00:33:01,1.0,0.0,0.0
Jiangxi,Mainland China,2020-02-29 01:23:07,935.0,1.0,811.0
"Santa Clara, CA",US,2020-02-29 01:33:03,3.0,0.0,1.0
Diamond Princess cruise ship,Others,2020-02-29 01:43:02,705.0,6.0,10.0
,Israel,2020-02-29 01:53:03,7.0,0.0,1.0
,Lebanon,2020-02-29 01:53:03,4.0,0.0,0.0
Queensland,Australia,2020-02-29 02:03:10,9.0,0.0,1.0
Victoria,Australia,2020-02-29 02:03:10,7.0,0.0,4.0
South Australia,Australia,2020-02-29 02:03:10,3.0,0.0,2.0
From Diamond Princess,Australia,2020-02-29 02:03:10,0.0,0.0,0.0
"Portland, OR",US,2020-02-29 02:23:11,1.0,0.0,0.0
Beijing,Mainland China,2020-02-29 03:33:02,411.0,8.0,271.0
,Malaysia,2020-02-29 04:03:18,25.0,0.0,18.0
