Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
Iowa,US,2020-03-12 23:44:33,16,0,0,42.0115,-93.2105
Nevada,US,2020-03-12 23:44:33,14,0,0,38.3135,-117.0554
Indiana,US,2020-03-12 23:44:33,13,0,0,39.8494,-86.2583
Kentucky,US,2020-03-12 23:44:33,10,0,0,37.6681,-84.6701
Connecticut,US,2020-03-12 23:44:33,5,0,0,41.5978,-72.7554
New Mexico,US,2020-03-12 23:44:33,5,0,0,34.8405,-106.2485
Utah,US,2020-03-12 23:44:33,5,0,0,40.15,-111.8624
Hubei,China,2020-03-13 11:09:03,67786,3062,51553,30.9756,112.2707
Guangdong,China,2020-03-13 11:09:03,1356,8,1296,23.3417,113.4244
Hunan,China,2020-03-13 11:09:03,1018,4,1005,27.6104,111.7088
Shandong,China,2020-03-13 11:09:03,760,7,739,36.3427,118.1498
Jiangsu,China,2020-03-13 11:09:03,631,0,630,32.9711,119.455
Sichuan,China,2020-03-13 11:09:03,539,3,503,30.6171,102.7103
Heilongjiang,China,2020-03-13 11:09:03,482,13,446,47.861999999999995,127.7615
Beijing,China,2020-03-13 11:09:03,436,8,342,40.1824,116.4142
Shanghai,China,2020-03-13 11:09:03,346,3,324,31.201999999999998,121.4491
Hebei,China,2020-03-13 11:09:03,318,6,310,38.0428,114.5149
Guangxi,China,2020-03-13 11:09:03,252,2,243,23.8298,108.7881
Guizhou,China,2020-03-13 11:09:03,146,2,140,26.8154,106.8748
Shanxi,China,2020-03-13 11:09:03,133,0,133,37.5777,112.2922
Gansu,China,2020-03-13 11:09:03,127,2,88,36.0611,103.8343
Jilin,China,2020-03-13 11:09:03,93,1,91,43.6661,126.1923
,Azerbaijan,2020-03-13 12:13:36,15,1,3,40.1431,47.5769
,Azerbaijan,2020-03-13 12:13:36,23,1,6,40.1431,47.5769
,Cayman Islands,2020-03-13 12:33:03,1,0,0,19.3133,-81.2546
,Guadeloupe,2020-03-13 12:33:03,1,0,0,16.265,-61.551
,Guadeloupe,2020-03-13 12:33:03,3,0,0,16.265,-61.551
Quebec,Canada,2020-03-13 13:33:03,17,0,0,52.9399,-73.5491
Hong Kong,China,2020-03-13 13:33:03,134,4,77,22.3,114.2
Diamond Princess,Cruise Ship,2020-03-13 14:13:25,696,7,325,35.4498,139.6649
Alaska,US,2020-03-13 14:53:03,1,0,0,61.3707,-152.4044
,Guinea,2020-03-13 15:33:33,1,0,0,9.9456,-9.6966
,Brazil,2020-03-13 22:21:58,151,0,0,-14.235,-51.9253
,United Arab Emirates,2020-03-13 22:21:58,85,0,17,23.4241,53.8478
,Belarus,2020-03-13 22:21:59,27,0,3,53.7098,27.9534
,Andorra,2020-03-13 22:22:02,1,0,1,42.5063,1.5218
,Bangladesh,2020-03-13 22:22:02,3,0,0,23.685,90.3563
,Bhutan,2020-03-13 22:22:02,1,0,0,27.5142,90.4336
,Burkina Faso,2020-03-13 22:22:02,2,0,0,12.2383,-1.5616
,Burkina Faso,2020-03-13 22:22:02,3,0,0,12.2383,-1.5616
,Cameroon,2020-03-13 22:22:02,2,0,0,3.848,11.5021
,Cameroon,2020-03-13 22:22:02,2,0,0,3.8480000000000003,11.5021
,Congo (Kinshasa),2020-03-13 22:22:02,2,0,0,-4.0383,21.7587
,Cote d'Ivoire,2020-03-13 22:22:02,1,0,0,7.54,-5.5471
,Holy See,2020-03-13 22:22:02,1,0,0,41.9029,12.4534
,Honduras,2020-03-13 22:22:02,2,0,0,15.2,-86.2419
,Jamaica,2020-03-13 22:22:02,8,0,0,18.1096,-77.2975
,Jamaica,2020-03-13 22:22:02,10,0,0,18.1096,-77.2975
,Mongolia,2020-03-13 22:22:02,1,0,0,46.8625,103.8467
,Nigeria,2020-03-13 22:22:02,2,0,0,9.082,8.6753
,Togo,2020-03-13 22:22:02,1,0,0,8.6195,0.8248
,Ukraine,2020-03-13 22:22:02,3,1,0,48.3794,31.1656
,Guernsey,2020-03-13 22:22:03,1,0,0,49.45,-2.58
,Kenya,2020-03-13 22:22:03,1,0,0,-0.0236,37.9062
,Kenya,2020-03-13 22:22:03,3,0,0,-0.0236,37.9062
,Nepal,2020-03-13 22:22:03,1,0,1,28.3949,84.124
,Antigua and Barbuda,2020-03-13 22:22:06,1,0,0,17.0608,-61.7964
Chongqing,China,2020-03-13 23:13:12,576,6,566,30.0572,107.874
,North Macedonia,2020-03-13 23:33:05,14,0,1,41.6086,21.7453
,Oman,2020-03-13 23:33:05,19,0,9,21.4735,55.9754
,Senegal,2020-03-13 23:33:05,10,0,1,14.4974,-14.4524
,Senegal,2020-03-13 23:33:05,24,0,1,14.4974,-14.4524
,Ethiopia,2020-03-13 23:33:06,1,0,0,9.145,40.4897
,Paraguay,2020-03-13 23:33:06,6,0,0,-23.4425,-58.4438
,Turkey,2020-03-13 23:33:06,5,0,0,38.9637,35.2433
,Cuba,2020-03-13 23:53:02,4,0,0,21.5218,-77.7812
,Aruba,2020-03-13 23:53:03,2,0,0,12.5211,-69.9683
Iowa,US,2020-03-13 23:53:03,17,0,0,42.0115,-93.2105
Kentucky,US,2020-03-13 23:53:03,14,0,0,37.6681,-84.6701
British Columbia,Canada,2020-03-14 00:13:05,64,1,4,53.7267,-127.6476
Alberta,Canada,2020-03-14 00:13:05,29,0,0,53.9333,-116.5765
Manitoba,Canada,2020-03-14 00:13:05,4,0,0,53.7609,-98.8139
Saskatchewan,Canada,2020-03-14 00:13:05,2,0,0,52.9399,-106.4509
Heilongjiang,China,2020-03-14 00:13:05,482,13,447,47.862,127.7615
Liaoning,China,2020-03-14 00:13:05,125,1,113,41.2956,122.6085
New Mexico,US,2020-03-14 00:13:05,10,0,0,34.8405,-106.2485
Guizhou,China,2020-03-14 00:53:03,146,2,143,26.8154,106.8748
Guangdong,China,2020-03-14 01:13:11,1356,8,1299,23.3417,113.4244
,Sudan,2020-03-14 01:13:32,1,1,0,12.8628,30.2176
,"Korea, South",2020-03-14 01:33:02,8086,72,510,35.9078,127.7669
,Guatemala,2020-03-14 01:33:03,1,0,0,15.7835,-90.2308
Tasmania,Australia,2020-03-14 01:53:03,5,0,0,-41.4545,145.9707
Australian Capital Territory,Australia,2020-03-14 01:53:03,1,0,0,-35.4735,149.0124
Northern Territory,Australia,2020-03-14 01:53:03,1,0,0,-12.4634,130.8456
Beijing,China,2020-03-14 02:13:47,437,8,349,40.1824,116.4142
Zhejiang,China,2020-03-14 02:14:15,1227,1,1211,29.1832,120.0934
From Diamond Princess,Australia,2020-03-14 02:33:04,0,0,0,35.4437,139.638
Gansu,China,2020-03-14 03:13:08,129,2,89,36.0611,103.8343
Shandong,China,2020-03-14 04:33:02,760,7,741,36.3427,118.1498
Sichuan,China,2020-03-14 04:33:02,539,3,511,30.6171,102.7103
,Taiwan*,2020-03-14 07:13:11,53,1,20,23.7,121.0
Hunan,China,2020-03-14 08:33:03,1018,4,1014,27.6104,111.7088
Henan,China,2020-03-14 09:53:08,1273,22,1250,33.882,113.614
Ningxia,China,2020-03-14 09:53:08,75,0,73,37.2692,106.1655
Henan,China,2020-03-14 09:53:08,1273,22,1250,33.882,113.61399999999999
Hubei,China,2020-03-14 10:13:09,67790,3075,52960,30.9756,112.2707
,Iran,2020-03-14 11:33:06,12729,611,2959,32.4279,53.688
,Bahrain,2020-03-14 11:53:29,210,0,44,26.0667,50.5577
,Bahrain,2020-03-14 11:53:29,214,0,60,26.0667,50.5577
,Belgium,2020-03-14 11:53:29,689,4,1,50.5039,4.4699
,Switzerland,2020-03-14 11:53:29,1359,13,4,46.8182,8.2275
,Lebanon,2020-03-14 12:13:12,93,3,1,33.8547,35.8623
,Thailand,2020-03-14 12:13:12,82,1,35,15.87,100.9925
,Vietnam,2020-03-14 12:13:12,53,0,16,14.0583,108.2772
,Albania,2020-03-14 12:33:03,38,1,0,41.1533,20.1683
,Algeria,2020-03-14 12:33:03,37,3,12,28.0339,1.6596
,Bosnia and Herzegovina,2020-03-14 12:33:03,18,0,0,43.9159,17.6791
,Costa Rica,2020-03-14 12:33:03,26,0,0,9.7489,-83.7534
,Georgia,2020-03-14 12:33:03,30,0,0,42.3154,43.3569
,Georgia,2020-03-14 12:33:03,33,0,0,42.3154,43.3569
,Latvia,2020-03-14 12:33:03,26,0,1,56.8796,24.6032
,Malta,2020-03-14 12:33:03,18,0,1,35.9375,14.3754
,Panama,2020-03-14 12:33:03,36,1,0,8.538,-80.7821
,Peru,2020-03-14 12:33:03,38,0,0,-9.19,-75.0152
Hong Kong,China,2020-03-14 12:53:06,140,4,78,22.3,114.2
,Bolivia,2020-03-14 12:53:07,10,0,0,-16.2902,-63.5887
,Cambodia,2020-03-14 12:53:07,7,0,1,12.5657,104.991
,Jordan,2020-03-14 12:53:07,1,0,1,30.5852,36.2384
,Kazakhstan,2020-03-14 12:53:07,6,0,0,48.0196,66.9237
,Mauritania,2020-03-14 12:53:07,1,0,0,21.0079,10.9408
,Rwanda,2020-03-14 12:53:07,1,0,0,-1.9403,29.8739
,Venezuela,2020-03-14 12:53:07,2,0,0,6.4238,-66.5897
Ontario,Canada,2020-03-14 13:13:25,79,0,4,51.2538,-85.3232
,Eswatini,2020-03-14 13:13:25,1,0,0,-26.5225,31.4659
New South Wales,Australia,2020-03-14 13:33:04,112,2,4,-33.8688,151.2093
Victoria,Australia,2020-03-14 13:33:04,49,0,8,-37.8136,144.9631
Queensland,Australia,2020-03-14 13:33:04,46,0,8,-28.0167,153.4
South Australia,Australia,2020-03-14 13:33:04,19,0,3,-34.9285,138.6007
Western Australia,Australia,2020-03-14 13:33:04,17,1,0,-31.9505,115.8605
,Gabon,2020-03-14 13:33:04,1,0,0,-0.8037,11.6094
,Afghanistan,2020-03-14 14:53:04,11,0,0,33.9391,67.71
,Iceland,2020-03-14 14:53:04,156,0,1,64.9631,-19.0208
,Lithuania,2020-03-14 14:53:04,8,0,0,55.1694,23.8813
,Martinique,2020-03-14 14:53:04,9,0,0,14.6415,-61.0242
United Kingdom,United Kingdom,2020-03-14 14:53:04,1140,21,18,55.3781,-3.436
United Kingdom,United Kingdom,2020-03-14 14:53:04,1140,21,18,55.3781,-3.4360000000000004
,Austria,2020-03-14 16:13:55,655,1,6,47.5162,14.5501
,Malaysia,2020-03-14 16:13:55,238,0,35,4.2105,101.9758
,Singapore,2020-03-14 16:14:30,212,0,105,1.3521,103.8198
,Kuwait,2020-03-14 16:14:34,104,0,5,29.3117,47.4818
,Portugal,2020-03-14 16:14:47,169,0,2,39.3999,-8.2245
,South Africa,2020-03-14 16:14:56,38,0,0,-30.5595,22.9375
,Maldives,2020-03-14 16:14:58,10,0,0,3.2028,73.2207
,Sri Lanka,2020-03-14 16:14:58,10,0,1,7.8731,80.7718
,Trinidad and Tobago,2020-03-14 16:15:01,2,0,0,10.6918,-61.2225
,Curacao,2020-03-14 16:15:18,1,0,0,12.1696,-68.99
,Saint Lucia,2020-03-14 16:15:18,1,0,0,13.9094,-60.9789
,Saint Lucia,2020-03-14 16:15:18,2,0,0,13.9094,-60.9789
"Virgin Islands, U.S.",US,2020-03-14 16:15:18,1,0,0,18.3358,-64.8963
Faroe Islands,Denmark,2020-03-14 16:33:03,9,0,0,61.8926,-6.9118
St Martin,France,2020-03-14 16:33:03,2,0,0,18.0708,-63.0501
Saint Barthelemy,France,2020-03-14 16:33:03,1,0,0,17.9,-62.8333
,Jersey,2020-03-14 16:33:03,2,0,0,49.19,-2.11
,Namibia,2020-03-14 16:33:03,2,0,0,-22.9576,18.4904
,Saint Vincent and the Grenadines,2020-03-14 16:33:03,1,0,0,12.9843,-61.2872
,Suriname,2020-03-14 16:33:03,1,0,0,3.9193,-56.0278
Oregon,US,2020-03-14 16:33:03,32,0,0,44.572,-122.0709
Gibraltar,United Kingdom,2020-03-14 16:33:03,1,0,1,36.1408,-5.3536
,Uruguay,2020-03-14 16:33:03,4,0,0,-32.5228,-55.7658
Fench Guiana,France,2020-03-14 16:53:03,5,0,0,4.0,-53.0
French Polynesia,France,2020-03-14 16:53:03,3,0,0,-17.6797,149.4068
Michigan,US,2020-03-14 16:53:03,25,0,0,43.3266,-84.5361
Indiana,US,2020-03-14 16:53:03,16,0,0,39.8494,-86.2583
Nebraska,US,2020-03-14 16:53:03,14,0,0,41.1254,-98.2681
South Dakota,US,2020-03-14 16:53:03,9,1,0,44.2998,-99.4388
New Hampshire,US,2020-03-14 16:53:03,7,0,0,43.4525,-71.5639
Alabama,US,2020-03-14 16:53:03,6,0,0,32.3182,-86.9023
Mississippi,US,2020-03-14 16:53:03,6,0,0,32.7416,-89.6787
Montana,US,2020-03-14 16:53:03,5,0,0,46.9219,-110.4544
Missouri,US,2020-03-14 16:53:03,4,0,0,38.4561,-92.2884
Oklahoma,US,2020-03-14 16:53:03,4,0,0,35.5653,-96.9289
Maine,US,2020-03-14 16:53:03,3,0,0,44.6939,-69.3819
Wyoming,US,2020-03-14 16:53:03,2,0,0,42.756,-107.3025
New Hampshire,US,2020-03-14 16:53:03,13,0,0,43.4525,-71.5639
Mississippi,US,2020-03-14 16:53:03,10,0,0,32.7416,-89.6787
Oklahoma,US,2020-03-14 16:53:03,7,0,0,35.5653,-96.9289
Georgia,US,2020-03-14 17:53:03,66,1,0,33.0406,-83.6431
Delaware,US,2020-03-14 18:13:20,6,0,0,39.3185,-75.5071
Delaware,US,2020-03-14 18:13:20,7,0,0,39.3185,-75.5071
North Carolina,US,2020-03-14 18:13:23,24,0,0,35.6301,-79.8064
Arizona,US,2020-03-14 18:13:23,12,0,1,33.7298,-111.4312
Arizona,US,2020-03-14 18:13:23,13,0,1,33.7298,-111.4312
Puerto Rico,US,2020-03-14 18:33:03,3,0,0,18.2208,-66.5901
Puerto Rico,US,2020-03-14 18:33:03,5,0,0,18.2208,-66.5901
Florida,US,2020-03-14 18:53:03,76,3,0,27.7663,-81.6868
Pennsylvania,US,2020-03-14 18:53:03,47,0,0,40.5908,-77.2098
Ohio,US,2020-03-14 18:53:03,26,0,0,40.3888,-82.7649
Minnesota,US,2020-03-14 18:53:03,21,0,0,45.6945,-93.9002
Rhode Island,US,2020-03-14 18:53:03,20,0,0,41.6809,-71.5118
Utah,US,2020-03-14 18:53:03,10,0,0,40.15,-111.8624
Pennsylvania,US,2020-03-14 18:53:03,66,0,0,40.5908,-77.2098
Hawaii,US,2020-03-14 19:53:03,4,0,0,21.0943,-157.4983
,Czechia,2020-03-14 20:13:16,189,0,0,49.8175,15.473
France,France,2020-03-14 20:13:16,4469,91,12,46.2276,2.2137
,Ireland,2020-03-14 20:13:16,129,2,0,53.1424,-7.6921
,Israel,2020-03-14 20:13:16,193,0,4,31.0461,34.8516
,Italy,2020-03-14 20:13:16,21157,1441,1966,41.8719,12.5674
,Italy,2020-03-14 20:13:16,24747,1809,2335,41.8719,12.5674
,Argentina,2020-03-14 20:33:03,34,2,1,-38.4161,-63.6167
,Brunei,2020-03-14 20:33:03,40,0,0,4.5353,114.7277
,Bulgaria,2020-03-14 20:33:03,41,2,0,42.7339,25.4858
,Chile,2020-03-14 20:33:03,61,0,0,-35.6751,-71.543
,Chile,2020-03-14 20:33:03,74,0,0,-35.6751,-71.543
,Croatia,2020-03-14 20:33:03,38,0,1,45.1,15.2
,Estonia,2020-03-14 20:33:03,115,0,0,58.5953,25.0136
,India,2020-03-14 20:33:03,102,2,4,20.5937,78.9629
,Luxembourg,2020-03-14 20:33:03,51,1,0,49.8153,6.1296
,Pakistan,2020-03-14 20:33:03,31,0,2,30.3753,69.3451
,Philippines,2020-03-14 20:33:03,111,8,2,12.8797,121.774
,Saudi Arabia,2020-03-14 20:33:03,103,0,1,23.8859,45.0792
,Slovakia,2020-03-14 20:33:03,44,0,0,48.669,19.699
,Armenia,2020-03-14 20:53:02,18,0,0,40.0691,45.0382
,Colombia,2020-03-14 20:53:02,22,0,0,4.5709,-74.2973
,Dominican Republic,2020-03-14 20:53:02,11,0,0,18.7357,-70.1627
,Liechtenstein,2020-03-14 20:53:02,4,0,0,47.166,9.5554
,Liechtenstein,2020-03-14 20:53:02,4,0,0,47.166000000000004,9.5554
,Mexico,2020-03-14 20:53:02,26,0,4,23.6345,-102.5528
,Moldova,2020-03-14 20:53:02,12,0,0,47.4116,28.3699
,Moldova,2020-03-14 20:53:02,23,0,0,47.4116,28.3699
,Morocco,2020-03-14 20:53:02,17,1,1,31.7917,-7.0926
,New Zealand,2020-03-14 20:53:02,6,0,0,-40.9006,174.886
,Reunion,2020-03-14 20:53:02,6,0,0,-21.1151,55.5364
,Tunisia,2020-03-14 20:53:02,18,0,0,33.8869,9.5375
Mayotte,France,2020-03-14 20:53:03,1,0,0,-12.8275,45.1662
,Germany,2020-03-14 22:13:11,4585,9,46,51.1657,10.4515
,Netherlands,2020-03-14 22:13:11,959,12,2,52.1326,5.2913
,Norway,2020-03-14 22:13:11,1090,3,1,60.472,8.4689
,Spain,2020-03-14 22:13:11,6391,195,517,40.4637,-3.7492
,Sweden,2020-03-14 22:13:11,961,2,1,60.1282,18.6435
Washington,US,2020-03-14 22:13:19,572,37,1,47.4009,-121.4905
Massachusetts,US,2020-03-14 22:13:19,138,0,1,42.2302,-71.5301
Massachusetts,US,2020-03-14 22:13:19,164,0,1,42.2302,-71.5301
Denmark,Denmark,2020-03-14 22:13:32,827,1,1,56.2639,9.5018
New York,US,2020-03-14 22:13:32,525,2,0,42.1657,-74.9481
California,US,2020-03-14 22:13:32,340,5,6,36.1162,-119.6816
Colorado,US,2020-03-14 22:13:32,101,1,0,39.0598,-105.3111
Louisiana,US,2020-03-14 22:13:32,77,1,0,31.1695,-91.8678
New Jersey,US,2020-03-14 22:13:32,69,1,0,40.2989,-74.521
Colorado,US,2020-03-14 22:13:32,131,1,0,39.0598,-105.3111
,Egypt,2020-03-14 22:33:03,109,2,27,26.8206,30.8025
,Finland,2020-03-14 22:33:03,225,0,1,61.9241,25.7482
,Greece,2020-03-14 22:33:03,228,3,8,39.0742,21.8243
,Iraq,2020-03-14 22:33:03,110,10,26,33.2232,43.6793
,Iraq,2020-03-14 22:33:03,116,10,26,33.2232,43.6793
,Japan,2020-03-14 22:33:03,773,22,118,36.2048,138.2529
,Japan,2020-03-14 22:33:03,839,22,118,36.2048,138.2529
,Qatar,2020-03-14 22:33:03,337,0,4,25.3548,51.1839
,Qatar,2020-03-14 22:33:03,401,0,4,25.3548,51.1839
,Romania,2020-03-14 22:33:03,123,0,9,45.9432,24.9668
,Slovenia,2020-03-14 22:33:03,181,1,0,46.1512,14.9955
Texas,US,2020-03-14 22:33:03,57,0,0,31.0545,-97.5635
Virginia,US,2020-03-14 22:33:03,41,1,0,37.7693,-78.17
Wisconsin,US,2020-03-14 22:33:03,27,0,1,44.2685,-89.6165
Maryland,US,2020-03-14 22:33:03,26,0,0,39.0639,-76.8021
Connecticut,US,2020-03-14 22:33:03,22,0,0,41.5978,-72.7554
Nevada,US,2020-03-14 22:33:03,21,0,0,38.3135,-117.0554
South Carolina,US,2020-03-14 22:33:03,19,0,0,33.8569,-80.945
Arkansas,US,2020-03-14 22:33:03,12,0,0,34.9697,-92.3731
Kansas,US,2020-03-14 22:33:03,8,1,0,38.5266,-96.7265
Idaho,US,2020-03-14 22:33:03,2,0,0,44.2405,-114.4788
Nevada,US,2020-03-14 22:33:03,24,0,0,38.3135,-117.0554
South Carolina,US,2020-03-14 22:33:03,28,0,0,33.8569,-80.945
Illinois,US,2020-03-14 22:33:04,64,0,2,40.3495,-88.9861
Tennessee,US,2020-03-14 22:33:04,32,0,0,35.7478,-86.6923
Vermont,US,2020-03-14 22:33:04,5,0,0,44.0459,-72.7107
Tennessee,US,2020-03-14 22:33:04,39,0,0,35.7478,-86.6923
Vermont,US,2020-03-14 22:33:04,8,0,0,44.0459,-72.7107
,Cyprus,2020-03-14 22:53:02,26,0,0,35.1264,33.4299
,Ecuador,2020-03-14 22:53:02,28,2,0,-1.8312,-78.1834
,Hungary,2020-03-14 22:53:02,30,0,1,47.1625,19.5033
,Indonesia,2020-03-14 22:53:02,96,5,8,-0.7893,113.9213
,Poland,2020-03-14 22:53:02,103,3,0,51.9194,19.1451
,Russia,2020-03-14 22:53:02,59,0,8,61.524,105.3188
,San Marino,2020-03-14 22:53:02,80,5,4,43.9424,12.4578
,Serbia,2020-03-14 22:53:02,46,0,0,44.0165,21.0059
,Serbia,2020-03-14 22:53:02,48,0,0,44.0165,21.0059
,Ghana,2020-03-14 23:13:05,3,0,0,7.9465,-1.0232
,Monaco,2020-03-14 23:13:05,2,0,0,43.7384,7.4246
,Seychelles,2020-03-14 23:13:06,2,0,0,-4.6796,55.492
Yunnan,China,2020-03-14 23:33:02,174,2,172,24.974,101.487
Yunnan,China,2020-03-14 23:33:02,174,2,172,24.974,101.48700000000001
,Guyana,2020-03-14 23:33:02,1,1,0,4.8604,-58.9302
Chongqing,China,2020-03-14 23:53:02,576,6,569,30.0572,107.874
Shanghai,China,2020-03-14 23:53:02,353,3,324,31.202,121.4491
Shanghai,China,2020-03-14 23:53:02,353,3,324,31.201999999999998,121.4491
Heilongjiang,China,2020-03-15 00:33:02,482,13,453,47.861999999999995,127.7615
Beijing,China,2020-03-15 01:13:10,442,8,353,40.1824,116.4142
Zhejiang,China,2020-03-15 01:33:02,1231,1,1211,29.1832,120.0934
British Columbia,Canada,2020-03-15 01:53:02,73,1,4,53.7267,-127.6476
Quebec,Canada,2020-03-15 01:53:02,24,0,0,52.9399,-73.5491
New Brunswick,Canada,2020-03-15 01:53:02,2,0,0,46.5653,-66.4619
Jiangsu,China,2020-03-15 01:53:02,631,0,631,32.9711,119.455
Ontario,Canada,2020-03-15 01:53:03,104,0,4,51.2538,-85.3232
Alberta,Canada,2020-03-15 01:53:03,39,0,0,53.9333,-116.5765
Newfoundland and Labrador,Canada,2020-03-15 02:13:21,1,0,0,53.1355,-57.6604
Prince Edward Island,Canada,2020-03-15 02:13:21,1,0,0,46.5107,-63.4168
Washington,US,2020-03-15 02:13:21,643,40,1,47.4009,-121.4905
Kentucky,US,2020-03-15 02:53:02,20,0,0,37.6681,-84.6701
District of Columbia,US,2020-03-15 02:53:03,16,0,0,38.8974,-77.0268
New Mexico,US,2020-03-15 02:53:03,13,0,0,34.8405,-106.2485
Wyoming,US,2020-03-15 02:53:03,3,0,0,42.756,-107.3025
Chongqing,China,2020-03-15 03:53:04,576,6,570,30.0572,107.874
Liaoning,China,2020-03-15 04:13:27,125,1,114,41.2956,122.6085
,Equatorial Guinea,2020-03-15 06:41:54,1,0,0,1.5,10.0
,Eswatini,2020-03-15 06:41:54,1,0,0,-26.5225,31.4659
,Guinea,2020-03-15 06:41:54,1,0,0,9.9456,-9.6966
,Rwanda,2020-03-15 06:41:54,1,0,0,-1.9403,29.8739
French Guiana,France,2020-03-15 06:53:03,7,0,0,3.9339,-53.1258
,Taiwan*,2020-03-15 06:53:03,59,1,20,23.7,121.0
,Seychelles,2020-03-15 07:33:03,2,0,0,-4.6796,55.492
,Afghanistan,2020-03-15 18:20:18,16,0,0,33.9391,67.71
,Albania,2020-03-15 18:20:18,42,1,0,41.1533,20.1683
,Algeria,2020-03-15 18:20:18,48,4,12,28.0339,1.6596
,Argentina,2020-03-15 18:20:18,45,2,1,-38.4161,-63.6167
,Armenia,2020-03-15 18:20:18,26,0,0,40.0691,45.0382
,Austria,2020-03-15 18:20:18,860,1,6,47.5162,14.5501
,Bangladesh,2020-03-15 18:20:18,5,0,0,23.685,90.3563
,Belgium,2020-03-15 18:20:18,886,4,1,50.5039,4.4699
,Bosnia and Herzegovina,2020-03-15 18:20:18,24,0,0,43.9159,17.6791
,Brazil,2020-03-15 18:20:18,162,0,0,-14.235,-51.9253
,Brunei,2020-03-15 18:20:18,50,0,0,4.5353,114.7277
,Bulgaria,2020-03-15 18:20:18,51,2,0,42.7339,25.4858
Hubei,China,2020-03-15 18:20:18,67794,3085,54288,30.9756,112.2707
Guangdong,China,2020-03-15 18:20:18,1360,8,1304,23.3417,113.4244
Sichuan,China,2020-03-15 18:20:18,539,3,516,30.6171,102.7103
Hong Kong,China,2020-03-15 18:20:18,145,4,81,22.3,114.2
Tianjin,China,2020-03-15 18:20:18,136,3,133,39.3054,117.323
Gansu,China,2020-03-15 18:20:18,133,2,91,36.0611,103.8343
,Colombia,2020-03-15 18:20:18,34,0,0,4.5709,-74.2973
,Costa Rica,2020-03-15 18:20:18,27,0,0,9.7489,-83.7534
,Croatia,2020-03-15 18:20:18,49,0,1,45.1,15.2
,Czechia,2020-03-15 18:20:18,253,0,0,49.8175,15.472999999999999
,Egypt,2020-03-15 18:20:18,110,2,21,26.8206,30.8025
,Estonia,2020-03-15 18:20:18,171,0,1,58.5953,25.0136
,Finland,2020-03-15 18:20:18,244,0,10,61.9241,25.7482
France,France,2020-03-15 18:20:18,4499,91,12,46.2276,2.2137
,Germany,2020-03-15 18:20:18,5795,11,46,51.1657,10.4515
,Ghana,2020-03-15 18:20:18,6,0,0,7.9465,-1.0232
,Greece,2020-03-15 18:20:18,331,4,8,39.0742,21.8243
,Hungary,2020-03-15 18:20:18,32,1,1,47.1625,19.5033
,Iceland,2020-03-15 18:20:18,171,5,8,64.9631,-19.0208
,India,2020-03-15 18:20:18,113,2,13,20.5937,78.9629
,Indonesia,2020-03-15 18:20:18,117,5,8,-0.7893,113.9213
,Iran,2020-03-15 18:20:18,13938,724,4590,32.4279,53.688
,Israel,2020-03-15 18:20:18,251,0,4,31.0461,34.8516
,Jordan,2020-03-15 18:20:18,8,0,1,30.5852,36.2384
,Kazakhstan,2020-03-15 18:20:18,9,0,0,48.0196,66.9237
,"Korea, South",2020-03-15 18:20:18,8162,75,510,35.9078,127.7669
,Kuwait,2020-03-15 18:20:18,112,0,5,29.3117,47.4818
,Latvia,2020-03-15 18:20:18,30,0,1,56.8796,24.6032
,Lebanon,2020-03-15 18:20:18,110,3,1,33.8547,35.8623
,Lithuania,2020-03-15 18:20:18,12,0,1,55.1694,23.8813
,Luxembourg,2020-03-15 18:20:18,59,1,0,49.8153,6.1296
,Malaysia,2020-03-15 18:20:18,428,0,42,4.2105,101.9758
,Maldives,2020-03-15 18:20:18,13,0,0,3.2028,73.2207
,Malta,2020-03-15 18:20:18,21,0,1,35.9375,14.3754
,Mexico,2020-03-15 18:20:18,41,0,4,23.6345,-102.5528
,Morocco,2020-03-15 18:20:18,28,1,1,31.7917,-7.0926
,Netherlands,2020-03-15 18:20:18,1135,20,2,52.1326,5.2913
,New Zealand,2020-03-15 18:20:18,8,0,0,-40.9006,174.886
,Norway,2020-03-15 18:20:18,1221,3,1,60.472,8.4689
,Oman,2020-03-15 18:20:18,22,0,9,21.4735,55.9754
,Pakistan,2020-03-15 18:20:18,53,0,2,30.3753,69.3451
,Panama,2020-03-15 18:20:18,43,1,0,8.538,-80.7821
,Peru,2020-03-15 18:20:18,43,0,0,-9.19,-75.0152
,Philippines,2020-03-15 18:20:18,140,11,2,12.8797,121.774
,Poland,2020-03-15 18:20:18,119,3,0,51.9194,19.1451
,Portugal,2020-03-15 18:20:18,245,0,2,39.3999,-8.2245
,Romania,2020-03-15 18:20:18,131,0,9,45.9432,24.9668
,Russia,2020-03-15 18:20:18,63,0,8,61.523999999999994,105.3188
,San Marino,2020-03-15 18:20:18,101,5,4,43.9424,12.4578
,Singapore,2020-03-15 18:20:18,226,0,105,1.3521,103.8198
,Slovakia,2020-03-15 18:20:18,54,0,0,48.669,19.699
,Slovenia,2020-03-15 18:20:18,219,1,0,46.1512,14.9955
,South Africa,2020-03-15 18:20:18,51,0,0,-30.5595,22.9375
,Spain,2020-03-15 18:20:18,7798,289,517,40.4637,-3.7492
,Sri Lanka,2020-03-15 18:20:18,18,0,1,7.8731,80.7718
,Sweden,2020-03-15 18:20:18,1022,3,1,60.1282,18.6435
