Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
,Saudi Arabia,2020-03-08 10:13:19,11,0,0,24.0,45.0
,South Africa,2020-03-08 10:23:04,3,0,0,-30.5595,22.9375
,Latvia,2020-03-08 10:33:03,2,0,0,56.8796,24.6032
"Riverside County, CA",US,2020-03-08 10:33:03,1,0,0,33.9533,-117.3961
,Bangladesh,2020-03-08 10:53:02,3,0,0,23.685,90.3563
,Iran,2020-03-08 11:03:30,6566,194,2134,32.0,53.0
,Bulgaria,2020-03-08 11:13:17,4,0,0,42.7339,25.4858
"St. Louis County, MO",US,2020-03-08 11:23:08,1,0,0,38.6103,-90.4125
Hunan,Mainland China,2020-03-08 12:53:03,1018,4,968,27.6104,111.7088
Sichuan,Mainland China,2020-03-08 12:53:03,539,3,464,30.6171,102.7103
,South Korea,2020-03-08 12:53:03,7314,50,118,36.0,128.0
,Singapore,2020-03-08 13:33:13,150,0,78,1.2833,103.8333
,Netherlands,2020-03-08 13:43:02,265,3,0,52.1326,5.2913
"Washington, D.C.",US,2020-03-08 13:53:03,2,0,0,38.9072,-77.0369
,Sweden,2020-03-08 14:03:12,203,0,0,63.0,16.0
,San Marino,2020-03-08 14:23:10,36,1,0,43.9424,12.4578
Gansu,Mainland China,2020-03-08 14:33:06,124,2,87,36.0611,103.8343
Hong Kong,Hong Kong,2020-03-08 14:43:03,114,3,58,22.3,114.2
Hubei,Mainland China,2020-03-08 14:43:03,67707,2986,45235,30.9756,112.2707
Guangdong,Mainland China,2020-03-08 14:43:03,1352,7,1256,23.3417,113.4244
Heilongjiang,Mainland China,2020-03-08 14:43:03,481,13,412,47.862,127.7615
Shaanxi,Mainland China,2020-03-08 14:43:03,245,1,227,35.1917,108.8701
,Malaysia,2020-03-08 14:43:03,99,0,24,2.5,112.5
,Denmark,2020-03-08 14:53:11,35,0,1,56.2639,9.5018
,Japan,2020-03-08 14:53:11,502,6,76,36.0,138.0
,Hungary,2020-03-08 15:03:02,7,0,0,47.1625,19.5033
,Kuwait,2020-03-08 15:33:04,64,0,1,29.5,47.75
"Lee County, FL",US,2020-03-08 15:33:04,2,1,0,26.663,-81.9535
"Santa Rosa County, FL",US,2020-03-08 15:33:04,1,1,0,30.769,-86.9824
,Chile,2020-03-08 15:43:03,8,0,0,-35.6751,-71.543
" Montreal, QC",Canada,2020-03-08 16:03:05,4,0,0,45.5017,-73.5673
"Nassau County, NY",US,2020-03-08 16:03:05,5,0,0,40.6546,-73.5594
"Suffolk County, NY",US,2020-03-08 16:03:05,1,0,0,40.9849,-72.6151
"Shelby County, TN",US,2020-03-08 16:13:36,1,0,0,35.1269,-89.9253
"Edmonton, Alberta",Canada,2020-03-08 16:23:07,3,0,0,53.5461,-113.4938
"Ulster County, NY",US,2020-03-08 16:23:07,1,0,0,41.8586,-74.3118
,Qatar,2020-03-08 17:03:16,15,0,0,25.3548,51.1839
,Slovenia,2020-03-08 17:03:16,16,0,0,46.1512,14.9955
,Philippines,2020-03-08 17:13:06,10,1,1,13.0,122.0
,Belgium,2020-03-08 17:23:07,200,0,1,50.8333,4.0
,Brazil,2020-03-08 17:23:07,20,0,0,-14.235,-51.9253
,Greece,2020-03-08 17:23:07,73,0,0,39.0742,21.8243
,Romania,2020-03-08 17:23:07,15,0,3,46.0,25.0
,Switzerland,2020-03-08 17:23:07,337,2,3,46.8182,8.2275
,Dominican Republic,2020-03-08 17:23:08,5,0,0,18.7357,-70.1627
"Fort Bend County, TX",US,2020-03-08 17:33:03,6,0,0,29.5693,-95.8143
"Grafton County, NH",US,2020-03-08 17:53:03,4,0,0,43.9088,-71.826
"Rockingham County, NH",US,2020-03-08 17:53:03,2,0,0,42.9931,-71.0498
,France,2020-03-08 18:03:04,1126,19,12,47.0,2.0
,Italy,2020-03-08 18:03:04,7375,366,622,43.0,12.0
"Davidson County, TN",US,2020-03-08 18:03:06,1,0,0,36.1343,-86.822
"Westchester County, NY",US,2020-03-08 18:03:07,83,0,0,41.122,-73.7949
,Lebanon,2020-03-08 18:13:19,32,0,1,33.8547,35.8623
,Egypt,2020-03-08 19:03:11,49,1,1,26.0,30.0
"Hendricks County, IN",US,2020-03-08 19:33:03,1,0,0,39.8065,-86.5401
"Washington County, OR",US,2020-03-08 19:43:03,8,0,0,45.547,-123.1386
"Hudson County, NJ",US,2020-03-08 19:43:03,1,0,0,40.7453,-74.0535
"Marion County, OR",US,2020-03-08 19:43:03,1,0,0,44.8446,-122.5927
,Czech Republic,2020-03-08 19:53:03,31,0,0,49.8175,15.473
,Portugal,2020-03-08 19:53:03,30,0,0,39.3999,-8.2245
"Douglas County, OR",US,2020-03-08 19:53:03,1,0,0,43.1261,-123.2492
,Vietnam,2020-03-08 19:53:03,30,0,16,16.0,108.0
,Senegal,2020-03-08 20:23:08,4,0,1,14.4974,-14.4524
"King County, WA",US,2020-03-08 20:23:09,83,17,1,47.548,-121.9836
"Cook County, IL",US,2020-03-08 20:23:09,7,0,2,41.7377,-87.6976
,Spain,2020-03-08 20:33:02,673,17,30,40.0,-4.0
,Germany,2020-03-08 21:03:03,1040,0,18,51.0,9.0
,Iraq,2020-03-08 21:03:03,60,6,0,33.0,44.0
,Ireland,2020-03-08 21:03:03,19,0,0,53.4167,-8.0
,Israel,2020-03-08 21:03:03,39,0,2,31.0,35.0
,Norway,2020-03-08 21:03:03,176,0,0,60.472,8.4689
,Republic of Ireland,2020-03-08 21:03:03,21,0,0,53.1424,-7.6921
,Russia,2020-03-08 21:03:03,17,0,3,60.0,90.0
,Maldives,2020-03-08 21:13:10,4,0,0,3.2028,73.2207
,Poland,2020-03-08 21:13:10,11,0,0,51.9194,19.1451
,Tunisia,2020-03-08 21:13:10,2,0,0,33.8869,9.5375
"Middlesex County, MA",US,2020-03-08 21:13:12,7,0,0,42.4672,-71.2874
"Suffolk County, MA",US,2020-03-08 21:13:14,8,0,1,42.3601,-71.0589
"Norfolk County, MA",US,2020-03-08 21:13:14,6,0,0,42.1767,-71.1449
"Santa Clara County, CA",US,2020-03-08 21:23:03,38,0,1,37.3541,-121.9552
"Bergen County, NJ",US,2020-03-08 21:23:03,4,0,0,40.9263,-74.077
"Fairfield County, CT",US,2020-03-08 21:23:03,1,0,0,41.256,-73.3709
"Unknown Location, MA",US,2020-03-08 21:23:03,1,0,0,42.4072,-71.3824
"Toronto, ON",Canada,2020-03-08 21:33:02,28,0,3,43.6532,-79.3832
"Fairfax County, VA",US,2020-03-08 21:33:02,2,0,0,38.9085,-77.2405
"Snohomish County, WA",US,2020-03-08 21:43:03,31,1,0,48.033,-121.8339
"Contra Costa County, CA",US,2020-03-08 21:43:03,12,0,0,37.8534,-121.9018
"Montgomery County, PA",US,2020-03-08 21:43:03,4,0,0,40.229,-75.3879
"Pierce County, WA",US,2020-03-08 21:43:03,4,0,0,47.0676,-122.1295
"Clark County, NV",US,2020-03-08 21:43:03,2,0,0,36.0796,-115.094
"Washoe County, NV",US,2020-03-08 21:43:03,2,0,0,40.5608,-119.6035
"Harford County, MD",US,2020-03-08 21:53:03,1,0,0,39.5839,-76.3637
"Montgomery County, MD",US,2020-03-08 21:53:04,4,0,0,39.1547,-77.2405
"Spokane County, WA",US,2020-03-08 21:53:04,1,0,0,47.6587,-117.4225
,UK,2020-03-08 22:03:10,273,3,18,55.0,-3.0
,Argentina,2020-03-08 22:03:11,12,1,0,-38.4161,-63.6167
Chongqing,Mainland China,2020-03-08 23:23:03,576,6,527,30.0572,107.874
"Kershaw County, SC",US,2020-03-09 00:03:07,4,0,0,34.3672,-80.5883
"Spartanburg County, SC",US,2020-03-09 00:03:07,1,0,0,34.8606,-81.9535
Guangxi,Mainland China,2020-03-09 00:23:09,252,2,230,23.8298,108.7881
"Orange County, CA",US,2020-03-09 00:23:10,4,0,0,33.7879,-117.8531
"Jefferson County, KY",US,2020-03-09 00:23:10,1,0,0,38.1938,-85.6435
Taiwan,Taiwan,2020-03-09 00:33:14,45,1,15,23.7,121.0
,France,2020-03-09 00:43:03,1209,19,12,47.0,2.0
"Douglas County, NE",US,2020-03-09 00:53:03,3,0,0,41.3148,-96.1951
Guizhou,Mainland China,2020-03-09 01:13:05,146,2,123,26.8154,106.8748
Hunan,Mainland China,2020-03-09 01:33:06,1018,4,979,27.6104,111.7088
Guangdong,Mainland China,2020-03-09 01:43:01,1352,8,1260,23.3417,113.4244
Jiangxi,Mainland China,2020-03-09 01:53:01,935,1,923,27.614,115.7221
Beijing,Mainland China,2020-03-09 01:53:01,428,8,315,40.1824,116.4142
"Honolulu County, HI",US,2020-03-09 03:43:03,2,0,0,21.307,-157.8584
"Shasta County, CA",US,2020-03-09 03:43:03,1,0,0,40.7909,-121.8474
"Cobb County, GA",US,2020-03-09 03:53:03,3,0,0,33.8999,-84.5641
"Cherokee County, GA",US,2020-03-09 03:53:03,1,0,0,34.2515,-84.4803
Shanghai,Mainland China,2020-03-09 04:03:11,342,3,315,31.202,121.4491
"Placer County, CA",US,2020-03-09 08:23:03,7,1,0,39.0916,-120.8039
"Hendricks County, IN",US,2020-03-09 08:23:03,2,0,0,39.8065,-86.5401
"Carver County, MN",US,2020-03-09 08:43:02,1,0,0,44.8254,-93.7842
Quebec,Canada,2020-03-09 08:43:03,3,0,0,52.9399,-73.5491
"Johnson County, IA",US,2020-03-09 08:43:03,3,0,0,41.6699,-91.5984
"Harrison County, KY",US,2020-03-09 08:43:03,2,0,0,38.4333,-84.3542
"Grant County, WA",US,2020-03-09 08:43:03,1,1,0,47.1981,-119.3732
Jiangsu,Mainland China,2020-03-09 08:53:03,631,0,621,32.9711,119.455
Sichuan,Mainland China,2020-03-09 08:53:03,539,3,466,30.6171,102.7103
"Broward County, FL",US,2020-03-09 08:53:03,3,0,0,26.1901,-80.3659
"Manatee County, FL",US,2020-03-09 08:53:03,2,0,0,27.4799,-82.3452
"Bennington County, VT",US,2020-03-09 08:53:03,1,0,0,43.0279,-73.135
"Charlotte County, FL",US,2020-03-09 08:53:03,1,0,0,26.8946,-81.9098
,Albania,2020-03-09 09:03:03,2,0,0,41.1533,20.1683
,Costa Rica,2020-03-09 09:03:03,9,0,0,9.7489,-83.7534
,Ecuador,2020-03-09 09:03:03,15,0,0,-1.8312,-78.1834
,Saudi Arabia,2020-03-09 09:03:03,15,0,0,24.0,45.0
,South Korea,2020-03-09 09:03:03,7478,53,118,36.0,128.0
,India,2020-03-09 09:13:17,43,0,3,21.0,78.0
,Japan,2020-03-09 09:13:17,511,17,76,36.0,138.0
,Latvia,2020-03-09 09:13:18,6,0,0,56.8796,24.6032
"Harris County, TX",US,2020-03-09 09:13:19,6,0,0,29.7752,-95.3103
,Finland,2020-03-09 09:23:03,30,0,1,64.0,26.0
,Philippines,2020-03-09 09:23:03,20,1,1,13.0,122.0
,Hungary,2020-03-09 09:43:03,9,0,0,47.1625,19.5033
Zhejiang,Mainland China,2020-03-09 09:43:03,1215,1,1176,29.1832,120.0934
,Malaysia,2020-03-09 09:43:03,117,0,24,2.5,112.5
,Nigeria,2020-03-09 09:43:03,2,0,0,9.082,8.6753
,Ireland,2020-03-09 09:53:06,21,0,0,53.1424,-7.6921
,Bahrain,2020-03-09 10:03:17,95,0,14,26.0275,50.55
,Egypt,2020-03-09 10:03:17,55,1,12,26.0,30.0
Hong Kong,Hong Kong,2020-03-09 10:03:17,115,3,59,22.3,114.2
,Iceland,2020-03-09 10:03:17,58,0,0,64.9631,-19.0208
,Algeria,2020-03-09 10:13:06,20,0,0,28.0339,1.6596
,Brazil,2020-03-09 10:13:06,25,0,0,-14.235,-51.9253
,Georgia,2020-03-09 10:13:06,15,0,0,42.3154,43.3569
Shandong,Mainland China,2020-03-09 10:13:06,758,6,700,36.3427,118.1498
Tianjin,Mainland China,2020-03-09 10:13:06,136,3,130,39.3054,117.323
,Qatar,2020-03-09 10:13:09,18,0,0,25.3548,51.1839
,Peru,2020-03-09 10:13:23,7,0,0,-9.19,-75.0152
,Belgium,2020-03-09 10:43:05,239,0,1,50.8333,4.0
,Saint Barthelemy,2020-03-09 10:43:06,1,0,0,17.9,-62.8333
,St. Martin,2020-03-09 10:43:06,2,0,0,18.0708,-63.0501
,Iran,2020-03-09 10:53:03,7161,237,2394,32.0,53.0
,Belarus,2020-03-09 11:33:10,6,0,1,53.7098,27.9534
,Indonesia,2020-03-09 11:33:10,19,0,0,-0.7893,113.9213
,Poland,2020-03-09 11:33:10,16,0,0,51.9194,19.1451
,Switzerland,2020-03-09 11:33:10,374,2,3,46.8182,8.2275
Shanxi,Mainland China,2020-03-09 11:43:02,133,0,127,37.5777,112.2922
"Sonoma County, CA",US,2020-03-09 12:03:07,3,0,0,38.578,-122.9888
Hubei,Mainland China,2020-03-09 14:33:03,67743,3008,46488,30.9756,112.2707
Heilongjiang,Mainland China,2020-03-09 14:33:03,481,13,430,47.862,127.7615
Gansu,Mainland China,2020-03-09 14:33:03,124,2,88,36.0611,103.8343
Jilin,Mainland China,2020-03-09 14:33:03,93,1,91,43.6661,126.1923
,Bulgaria,2020-03-09 14:43:03,4,0,0,42.7339,25.4858
,Moldova,2020-03-09 14:43:03,1,0,0,47.4116,28.3699
"Nassau County, NY",US,2020-03-09 17:13:14,17,0,0,40.6546,-73.5594
"Westchester County, NY",US,2020-03-09 17:13:16,98,0,0,41.122,-73.7949
"New York County, NY",US,2020-03-09 17:13:16,19,0,0,40.7128,-74.006
"Rockland County, NY",US,2020-03-09 17:33:13,4,0,0,41.1489,-73.983
Ontario,Canada,2020-03-09 17:53:24,34,0,4,51.2538,-85.3232
Alberta,Canada,2020-03-09 17:53:24,7,0,0,53.9333,-116.5765
,Denmark,2020-03-09 18:13:11,90,0,1,56.2639,9.5018
,Germany,2020-03-09 18:13:11,1176,2,18,51.0,9.0
,Italy,2020-03-09 18:13:11,9172,463,724,43.0,12.0
,Netherlands,2020-03-09 18:13:11,321,3,0,52.1326,5.2913
,Spain,2020-03-09 18:13:11,1073,28,32,40.0,-4.0
Victoria,Australia,2020-03-09 18:33:03,15,0,7,-37.8136,144.9631
Western Australia,Australia,2020-03-09 18:33:03,4,1,0,-31.9505,115.8605
,Austria,2020-03-09 18:33:03,131,0,2,47.5162,14.5501
,Brunei,2020-03-09 18:33:03,1,0,0,4.5353,114.7277
,Cyprus,2020-03-09 18:33:03,2,0,0,35.1264,33.4299
,Norway,2020-03-09 18:33:03,205,0,1,60.472,8.4689
,Sweden,2020-03-09 18:33:03,248,0,1,63.0,16.0
,UK,2020-03-09 18:33:03,321,4,18,55.0,-3.0
"Montgomery County, PA",US,2020-03-09 18:33:03,5,0,0,40.229,-75.3879
New South Wales,Australia,2020-03-09 18:53:13,48,3,4,-33.8688,151.2093
"Fulton County, GA",US,2020-03-09 18:53:13,5,0,0,33.8034,-84.3963
"Collin County, TX",US,2020-03-09 18:53:13,1,0,0,33.1795,-96.493
"Jefferson Parish, LA",US,2020-03-09 18:53:13,1,0,0,29.6499,-90.1121
British Columbia,Canada,2020-03-09 22:43:25,32,1,4,53.7267,-127.6476
"Rockingham County, NH",US,2020-03-09 22:43:25,1,0,0,42.9931,-71.0498
Chongqing,Mainland China,2020-03-09 23:13:03,576,6,542,30.0572,107.874
,Iraq,2020-03-09 23:33:02,60,6,9,33.0,44.0
Heilongjiang,Mainland China,2020-03-10 00:13:18,481,13,434,47.862,127.7615
Guangxi,Mainland China,2020-03-10 00:53:02,252,2,234,23.8298,108.7881
Quebec,Canada,2020-03-10 00:53:03,4,0,0,52.9399,-73.5491
Beijing,Mainland China,2020-03-10 01:13:07,429,8,320,40.1824,116.4142
Guizhou,Mainland China,2020-03-10 01:13:07,146,2,129,26.8154,106.8748
Jiangxi,Mainland China,2020-03-10 01:33:02,935,1,927,27.614,115.7221
Diamond Princess,US,2020-03-10 02:33:04,46,0,0,35.4437,139.638
Grand Princess,US,2020-03-10 02:33:04,21,0,0,37.6489,-122.6655
Iowa,US,2020-03-10 02:33:04,8,0,0,42.0115,-93.2105
North Carolina,US,2020-03-10 02:33:04,7,0,0,35.6301,-79.8064
South Carolina,US,2020-03-10 02:33:04,7,0,0,33.8569,-80.945
Kentucky,US,2020-03-10 02:33:04,6,0,0,37.6681,-84.6701
Nevada,US,2020-03-10 02:33:04,4,0,0,38.3135,-117.0554
New Hampshire,US,2020-03-10 02:33:04,4,0,0,43.4525,-71.5639
Alaska,US,2020-03-10 02:33:04,0,0,0,61.3707,-152.4044
Arkansas,US,2020-03-10 02:33:04,0,0,0,34.9697,-92.3731
Delaware,US,2020-03-10 02:33:04,0,0,0,39.3185,-75.5071
Idaho,US,2020-03-10 02:33:04,0,0,0,44.2405,-114.4788
Maine,US,2020-03-10 02:33:04,0,0,0,44.6939,-69.3819
Michigan,US,2020-03-10 02:33:04,0,0,0,43.3266,-84.5361
Mississippi,US,2020-03-10 02:33:04,0,0,0,32.7416,-89.6787
Montana,US,2020-03-10 02:33:04,0,0,0,46.9219,-110.4544
New Mexico,US,2020-03-10 02:33:04,0,0,0,34.8405,-106.2485
North Dakota,US,2020-03-10 02:33:04,0,0,0,47.5289,-99.784
South Dakota,US,2020-03-10 02:33:04,0,0,0,44.2998,-99.4388
West Virginia,US,2020-03-10 02:33:04,0,0,0,38.4912,-80.9545
Wyoming,US,2020-03-10 02:33:04,0,0,0,42.756,-107.3025
Arizona,US,2020-03-10 02:53:04,6,0,1,33.7298,-111.4312
Nebraska,US,2020-03-10 03:13:17,3,0,0,41.1254,-98.2681
Ohio,US,2020-03-10 03:13:17,3,0,0,40.3888,-82.7649
Rhode Island,US,2020-03-10 03:13:17,3,0,0,41.6809,-71.5118
Connecticut,US,2020-03-10 03:13:17,2,0,0,41.5978,-72.7554
Hawaii,US,2020-03-10 03:13:17,2,0,0,21.0943,-157.4983
Kansas,US,2020-03-10 03:13:17,1,0,0,38.5266,-96.7265
Louisiana,US,2020-03-10 03:13:17,1,0,0,31.1695,-91.8678
Missouri,US,2020-03-10 03:13:17,1,0,0,38.4561,-92.2884
Vermont,US,2020-03-10 03:13:17,1,0,0,44.0459,-72.7107
Georgia,US,2020-03-10 03:53:03,17,0,0,33.0406,-83.6431
Virginia,US,2020-03-10 03:53:03,7,0,0,37.7693,-78.17
District of Columbia,US,2020-03-10 03:53:03,5,0,0,38.8974,-77.0268
Liaoning,Mainland China,2020-03-10 04:13:09,125,1,111,41.2956,122.6085
Texas,US,2020-03-10 04:13:13,13,0,0,31.0545,-97.5635
,Argentina,2020-03-10 05:13:07,17,1,0,-38.4161,-63.6167
,Bosnia and Herzegovina,2020-03-10 05:13:07,5,0,0,43.9159,17.6791
,Chile,2020-03-10 05:13:07,13,0,0,-35.6751,-71.543
,Egypt,2020-03-10 05:13:07,59,1,1,26.0,30.0
,Iraq,2020-03-10 05:13:07,71,7,3,33.0,44.0
,Luxembourg,2020-03-10 05:13:07,5,0,0,49.8144,6.1317
,Maldives,2020-03-10 05:13:07,6,0,0,3.2028,73.2207
,Mexico,2020-03-10 05:13:07,7,0,4,23.0,-102.0
,Pakistan,2020-03-10 05:13:07,16,0,1,30.3753,69.3451
,San Marino,2020-03-10 05:13:07,51,2,0,43.9424,12.4578
,Saudi Arabia,2020-03-10 05:13:07,20,0,1,24.0,45.0
,Singapore,2020-03-10 05:13:07,160,0,78,1.2833,103.8333
,Slovakia,2020-03-10 05:13:07,7,0,0,48.669,19.699
,South Africa,2020-03-10 05:13:07,7,0,0,-30.5595,22.9375
,Tunisia,2020-03-10 05:13:07,5,0,0,33.8869,9.5375
,Burkina Faso,2020-03-10 05:33:02,1,0,0,12.2383,-1.5616
,Channel Islands,2020-03-10 05:33:02,1,0,0,49.3723,-2.3644
,Colombia,2020-03-10 05:33:02,3,0,0,4.5709,-74.2973
,Saint Martin,2020-03-10 05:33:02,2,0,0,18.0708,-63.0501
Shanghai,Mainland China,2020-03-10 06:13:14,344,3,319,31.202,121.4491
,Brunei,2020-03-10 06:13:43,1,0,0,4.5353,114.7277
,Mongolia,2020-03-10 06:13:43,1,0,0,46.8625,103.8467
,Panama,2020-03-10 06:13:43,1,0,0,8.538,-80.7821
,Bangladesh,2020-03-10 06:19:32,3,0,0,23.685,90.3563
Shandong,Mainland China,2020-03-10 07:33:03,758,6,719,36.3427,118.1498
Jiangsu,Mainland China,2020-03-10 08:13:08,631,0,627,32.9711,119.455
Hunan,Mainland China,2020-03-10 08:33:02,1018,4,990,27.6104,111.7088
,Oman,2020-03-10 08:33:02,18,0,9,21.0,57.0
,Gibraltar,2020-03-10 08:33:03,1,0,1,36.1408,-5.3536
,Nepal,2020-03-10 08:33:03,1,0,1,28.3949,84.124
,Sri Lanka,2020-03-10 08:33:03,1,0,1,7.8731,80.7718
Shaanxi,Mainland China,2020-03-10 08:53:02,245,1,227,35.1917,108.8701
,Thailand,2020-03-10 08:53:03,53,1,33,15.87,100.9925
Guangdong,Mainland China,2020-03-10 09:13:07,1353,8,1274,23.3417,113.4244
Sichuan,Mainland China,2020-03-10 10:13:17,539,3,478,30.6171,102.7103
Tianjin,Mainland China,2020-03-10 10:13:25,136,3,131,39.3054,117.323
,India,2020-03-10 10:13:28,56,0,4,21.0,78.0
,Kuwait,2020-03-10 10:13:28,69,0,1,29.5,47.75
,Finland,2020-03-10 10:13:30,40,0,1,64.0,26.0
,Philippines,2020-03-10 10:13:30,33,1,2,12.8797,121.774
,Latvia,2020-03-10 10:13:41,8,0,1,56.8796,24.6032
Zhejiang,Mainland China,2020-03-10 10:33:02,1215,1,1191,29.1832,120.0934
,Greece,2020-03-10 10:53:03,89,0,0,39.0742,21.8243
,Lebanon,2020-03-10 10:53:03,41,1,1,33.8547,35.8623
,North Macedonia,2020-03-10 10:53:03,7,0,0,41.6086,21.7453
,United Arab Emirates,2020-03-10 11:13:12,74,0,12,23.4241,53.8478
,Estonia,2020-03-10 11:13:13,12,0,0,58.5953,25.0136
,Belgium,2020-03-10 11:53:03,267,0,1,50.8333,4.0
,Afghanistan,2020-03-10 12:33:02,5,0,0,33.0,65.0
,Albania,2020-03-10 12:53:02,10,0,0,41.1533,20.1683
,Iceland,2020-03-10 12:53:02,69,0,1,64.9631,-19.0208
,Indonesia,2020-03-10 12:53:02,27,0,2,-0.7893,113.9213
,Israel,2020-03-10 12:53:02,58,0,4,31.0,35.0
,Portugal,2020-03-10 12:53:02,41,0,0,39.3999,-8.2245
,Cyprus,2020-03-10 13:13:13,3,0,0,35.1264,33.4299
Florida,US,2020-03-10 13:13:14,15,2,0,27.7663,-81.6868
,Czech Republic,2020-03-10 13:33:14,41,0,0,49.8175,15.473
Queensland,Australia,2020-03-10 13:53:06,18,0,8,-28.0167,153.4
,Netherlands,2020-03-10 13:53:06,382,4,0,52.1326,5.2913
New South Wales,Australia,2020-03-10 14:13:14,55,2,4,-33.8688,151.2093
Northern Territory,Australia,2020-03-10 14:13:14,1,0,0,-12.4634,130.8456
,Morocco,2020-03-10 14:13:14,3,1,0,31.7917,-7.0926
Victoria,Australia,2020-03-10 14:33:13,18,0,7,-37.8136,144.9631
Western Australia,Australia,2020-03-10 14:33:13,6,1,0,-31.9505,115.8605
Gansu,Mainland China,2020-03-10 14:33:13,125,2,88,36.0611,103.8343
Hubei,Mainland China,2020-03-10 15:13:05,67760,3024,47743,30.9756,112.2707
,Austria,2020-03-10 16:13:16,182,0,4,47.5162,14.5501
,Japan,2020-03-10 16:13:16,581,10,101,36.0,138.0
,Qatar,2020-03-10 16:13:26,24,0,0,25.3548,51.1839
,Slovenia,2020-03-10 16:13:26,31,0,0,46.1512,14.9955
,Azerbaijan,2020-03-10 16:13:27,11,0,0,40.1431,47.5769
,Belarus,2020-03-10 16:13:27,9,0,3,53.7098,27.9534
,Malaysia,2020-03-10 16:33:13,129,0,24,2.5,112.5
,Malta,2020-03-10 16:33:13,5,0,0,35.9375,14.3754
,Peru,2020-03-10 16:33:13,11,0,0,-9.19,-75.0152
,Romania,2020-03-10 16:33:13,25,0,3,46.0,25.0
,Brazil,2020-03-10 16:53:13,31,0,0,-14.235,-51.9253
,Croatia,2020-03-10 16:53:13,14,0,0,45.1667,15.5
Utah,US,2020-03-10 16:53:13,2,0,0,40.15,-111.8624
Indiana,US,2020-03-10 17:13:25,6,0,0,39.8494,-86.2583
Wisconsin,US,2020-03-10 17:13:25,3,0,1,44.2685,-89.6165
Oklahoma,US,2020-03-10 17:13:25,2,0,0,35.5653,-96.9289
New York,US,2020-03-10 17:13:27,173,0,0,42.1657,-74.9481
Ontario,Canada,2020-03-10 17:13:32,36,0,4,51.2538,-85.3232
,Denmark,2020-03-10 17:33:34,262,0,1,56.2639,9.5018
,Italy,2020-03-10 17:53:02,10149,631,724,43.0,12.0
New Jersey,US,2020-03-10 18:13:16,15,1,0,40.2989,-74.521
Pennsylvania,US,2020-03-10 18:13:16,12,0,0,40.5908,-77.2098
Maryland,US,2020-03-10 18:13:16,8,0,0,39.0639,-76.8021
Colorado,US,2020-03-10 18:33:03,15,0,0,39.0598,-105.3111
Illinois,US,2020-03-10 18:33:03,12,0,2,40.3495,-88.9861
,Bahrain,2020-03-10 18:53:02,110,0,22,26.0275,50.55
,France,2020-03-10 18:53:02,1784,33,12,47.0,2.0
,Germany,2020-03-10 18:53:02,1457,2,18,51.0,9.0
,Serbia,2020-03-10 18:53:03,5,0,0,44.0165,21.0059
Taiwan,Taipei and environs,2020-03-10 19:13:15,47,1,17,23.7,121.0
,Iran (Islamic Republic of),2020-03-10 19:13:20,8042,291,2731,32.0,53.0
Macau,Macao SAR,2020-03-10 19:13:20,10,0,10,22.1667,113.55
,Republic of Korea,2020-03-10 19:13:20,7513,54,247,36.0,128.0
,Holy See,2020-03-10 19:13:21,1,0,0,41.9029,12.4534
,Ireland,2020-03-10 19:13:21,34,0,0,53.1424,-7.6921
,Republic of Moldova,2020-03-10 19:13:21,3,0,0,47.4116,28.3699
,Russian Federation,2020-03-10 19:13:21,10,0,3,60.0,90.0
,Viet Nam,2020-03-10 19:13:21,31,0,16,16.0,108.0
,occupied Palestinian territory,2020-03-10 19:13:21,25,0,0,31.9522,35.2332
California,US,2020-03-10 19:13:28,144,2,2,36.1162,-119.6816
Oregon,US,2020-03-10 19:53:13,15,0,0,44.572,-122.0709
Tennessee,US,2020-03-10 19:53:13,7,0,0,35.7478,-86.6923
Minnesota,US,2020-03-10 19:53:13,3,0,0,45.6945,-93.9002
,Poland,2020-03-10 20:13:07,22,0,0,51.9194,19.1451
Washington,US,2020-03-10 22:13:11,267,23,1,47.4009,-121.4905
Massachusetts,US,2020-03-10 22:13:11,92,0,1,42.2302,-71.5301
Hong Kong,Hong Kong SAR,2020-03-10 23:53:02,120,3,65,22.3,114.2
Chongqing,Mainland China,2020-03-10 23:53:02,576,6,547,30.0572,107.874
Shanxi,Mainland China,2020-03-10 23:53:02,133,0,131,37.5777,112.2922
,Norway,2020-03-10 23:53:02,400,0,1,60.472,8.4689
,Spain,2020-03-10 23:53:02,1695,35,32,40.0,-4.0
,Sweden,2020-03-10 23:53:02,355,0,1,63.0,16.0
,Switzerland,2020-03-10 23:53:02,491,3,3,46.8182,8.2275
,UK,2020-03-10 23:53:02,382,6,18,55.0,-3.0
Hunan,China,2020-03-11 02:18:14,1018,4,995,27.6104,111.7088
Anhui,China,2020-03-11 02:18:14,990,6,984,31.8257,117.2264
Jiangxi,China,2020-03-11 02:18:14,935,1,932,27.614,115.7221
Jiangsu,China,2020-03-11 02:18:14,631,0,627,32.9711,119.455
Beijing,China,2020-03-11 02:18:14,435,8,326,40.1824,116.4142
Hebei,China,2020-03-11 02:18:14,318,6,307,39.549,116.1306
Fujian,China,2020-03-11 02:18:14,296,1,295,26.0789,117.9874
Yunnan,China,2020-03-11 02:18:14,174,2,170,24.974,101.487
Hainan,China,2020-03-11 02:18:14,168,6,159,19.1959,109.7453
